Material;Qtd.  UM registro; Montante em MI ;Departamento;Mês
400011;-1;-104,73;DTM;1
400072;-1;-4.504,31;DTE;1
400111;-1;-3,49;DTM;1
400111;-1;-3,49;DTM;1
400130;-45;-134,29;DIT;1
400140;-28;-202,17;DTM;1
400140;-12;-86,64;DTM;1
400140;-12;-86,64;DTM;1
400140;-4;-28,88;DTM;1
400140;-4;-28,88;DTM;1
400142;-6;-425,33;DIT;1
400142;-3;-212,66;DTM;1
400142;-30;-2.126,65;DIT;1
400142;-3;-212,66;DTE;1
400142;-3;-212,66;DTE;1
400142;-3;-212,66;DTM;1
400142;-3;-212,66;DTE;1
400164;-6;-142,91;DTM;1
400164;-30;-714,54;DTM;1
400193;-3;-88,58;DTM;1
400193;-3;-88,58;DTE;1
400193;-3;-88,58;DTE;1
400193;-3;-88,58;DTE;1
400193;-3;-88,58;DTE;1
400224;-3;-4.848,88;DTE;1
400243;-1;-32.104,65;DTM;1
400288;-1;-24.623,76;DTM;1
400288;-1;-24.623,76;DTM;1
400375;-30;-263,36;DIT;1
400434;-10;-275,03;DTM;1
400434;-30;-825,08;DIT;1
400442;-58;-283,35;DTE;1
400460;-30;-740,54;DIT;1
400460;-17;-419,64;DIT;1
400478;-1;-9,32;DTE;1
400478;-1;-9,33;DTE;1
400484;-4;-64,06;DTM;1
400484;-2;-32,03;DTM;1
400484;-4;-64,06;DTE;1
400487;-150;-8.589,15;DTM;1
400487;-196;-11.223,16;DTM;1
400487;-300;-17.178,30;DTM;1
400487;-120;-6.871,32;DTM;1
400487;-24;-1.374,26;DTM;1
400487;-146;-8.360,11;DTM;1
400505;-3;-35,54;DTM;1
400506;-5;-52,82;DTE;1
400512;-60;-978,2;DIT;1
400543;-6;-71,39;DTM;1
400594;-10;-935,98;DTM;1
400594;-7;-655,18;DTM;1
400594;-7;-655,18;DTE;1
400594;-10;-935,98;DTM;1
400594;-7;-655,18;DTM;1
400594;-3;-280,79;DTM;1
400655;-8;-402,2;DTM;1
400655;-4;-201,1;DTM;1
400665;-6;-161,55;DTE;1
400665;-6;-161,55;DTE;1
400665;-3;-80,78;DTE;1
400673;-18;-24,98;DTM;1
400673;-14;-19,43;DTM;1
400673;-2;-2,78;DTM;1
400673;-15;-20,82;DTM;1
400673;-11;-15,27;DTM;1
400673;-14;-19,43;DTM;1
400673;-6;-8,33;DTM;1
400683;-2;-3,88;DTE;1
400708;-27;-161,37;DTM;1
400730;-123;-2.322,11;DTM;1
400758;-3;-1.197,50;DIT;1
400758;-66;-26.344,89;DIT;1
400758;-3;-1.197,49;DTM;1
400758;-3;-1.197,50;DTM;1
400790;-8;-143,19;DTM;1
400790;-10;-178,98;DTM;1
400790;-5;-89,49;DTE;1
400805;-3;-16,51;DTM;1
400805;-3;-16,51;DTE;1
400806;-3;-21,08;DTE;1
400809;-6;-9,76;DTE;1
400813;-5;-8,74;DTE;1
400813;-15;-26,21;DTM;1
400813;-10;-17,47;DTM;1
400813;-3;-5,24;DTM;1
400827;-13;-36,52;DTE;1
400827;-9;-25,28;DTE;1
400827;-13;-36,52;DTE;1
400827;-26;-73,04;DTE;1
400827;-10;-28,09;DTE;1
400855;-12;-229,56;DTM;1
400908;-15;-1.334,55;DIT;1
400910;-12;-270,92;DTM;1
400942;-4;-18,74;DTM;1
400942;-40;-187,35;DTE;1
400942;-14;-65,57;DTM;1
400955;-2;-8,42;DTM;1
400955;-2;-8,42;DTM;1
400955;-2;-8,42;DTM;1
400955;-4;-16,84;DTM;1
400955;-2;-8,42;DTE;1
401036;-13;-313,51;DTM;1
401036;-12;-289,39;DTM;1
401036;-220;-5.305,48;DTE;1
401036;-47;-1.133,45;DTM;1
401036;-86;-2.073,96;DTM;1
401056;-3;-17,02;DTE;1
401079;-6;-111,51;DTE;1
401079;-3;-55,75;DTE;1
401108;-3;-9,07;DTM;1
401116;-80;-2.970,96;DIT;1
401116;-3;-111,41;DTE;1
401116;-42;-1.559,75;DIT;1
401116;-3;-111,41;DTE;1
401116;-6;-222,82;DTE;1
401116;-30;-1.114,11;DTM;1
401117;-4;-49,05;DTE;1
401117;-4;-49,05;DTE;1
401117;-4;-49,05;DTE;1
401117;-4;-49,05;DTM;1
401117;-4;-49,05;DTM;1
401117;-6;-73,58;DTM;1
401117;-4;-49,05;DTM;1
401117;-4;-49,05;DTM;1
401117;-4;-49,05;DTM;1
401127;-1;-2.057,18;DTE;1
401127;-1;-2.057,18;DTE;1
401127;-1;-2.057,18;DTE;1
401127;-1;-2.057,44;DTM;1
401127;-2;-4.114,88;DTM;1
401131;-2;-25,2;DTE;1
401131;-1;-12,6;DTE;1
401131;-1;-12,6;DTE;1
401131;-1;-12,6;DTE;1
401155;-3;-43,89;DTM;1
401155;-2;-29,26;DTM;1
401234;-45;-291,02;DIT;1
401403;-30;-300,87;DIT;1
401438;-12;-135,62;DIT;1
401438;-1;-11,3;DTM;1
401451;-3;-70,95;DTM;1
401471;-6;-171,51;DTM;1
401471;-3;-85,75;DTM;1
401471;-3;-85,75;DTE;1
401489;-3;-17,44;DTE;1
401531;-10;-86,99;DTM;1
401531;-6;-52,19;DTM;1
401546;-6;-42,61;DTM;1
401566;-3;-71,81;DTE;1
401566;-3;-71,81;DTM;1
401566;-3;-71,81;DTM;1
401566;-1;-23,94;DTM;1
401574;-2;-32,11;DTE;1
401576;-2;-46,11;DTM;1
401576;-10;-230,53;DTE;1
401576;-4;-92,21;DTM;1
401620;-45;-131,02;DIT;1
401657;-1;-162,24;DTE;1
401683;-1;-187,8;DTM;1
401683;-1;-187,8;DIT;1
401706;-4;-57,76;DTM;1
401706;-4;-57,76;DTM;1
401753;-9;-79,66;DTM;1
401803;-2;-26,47;DTE;1
401823;-5;-132,42;DTE;1
401823;-2;-52,97;DTE;1
401823;-3;-79,45;DTE;1
401823;-19;-503,2;DTM;1
401834;-40;-441,73;DIT;1
401834;-6;-66,26;DTE;1
401857;-3;-968,99;DTE;1
401857;-40;-12.919,83;DIT;1
401857;-3;-968,99;DTE;1
401857;-3;-968,99;DTM;1
401857;-3;-968,99;DTE;1
401857;-3;-968,99;DTE;1
401857;-6;-1.937,97;DTM;1
401857;-3;-968,99;DTM;1
401857;-3;-968,99;DIT;1
401870;-6;-6,1;DTE;1
401870;-6;-6,1;DTE;1
401888;-3;-91,45;DTE;1
401927;-3;-41,93;DTE;1
401937;-1;-4,09;DTE;1
401937;-1;-4,09;DTE;1
401937;-52;-212,77;DTE;1
401937;-1;-4,09;DTE;1
401959;-15;-2.725,61;DTE;1
402026;-2;-49,04;DTM;1
402026;-4;-98,08;DTE;1
402026;-4;-98,08;DTM;1
402026;-1;-24,52;DTM;1
402081;-6;-584,19;DTM;1
402081;-6;-584,19;DTM;1
402081;-6;-584,19;DTM;1
402081;-3;-292,09;DTM;1
402081;-6;-584,19;DTM;1
402105;-24;-1.092,99;DTM;1
402105;-13;-592,04;DTM;1
402105;-12;-546,5;DTM;1
402105;-16;-728,66;DTM;1
402106;-2;-167,54;DTE;1
402106;-1;-83,77;DTM;1
402106;-1;-83,77;DTM;1
402111;-3;-15,68;DTM;1
402111;-3;-15,68;DTM;1
402120;-6;-120,56;DTM;1
402127;-21;-92,54;DTM;1
402127;-2;-8,81;DTM;1
402127;-72;-317,26;DTE;1
402127;-60;-264,39;DIT;1
402127;-4;-17,63;DIT;1
402152;-6;-382,46;DTM;1
402152;-40;-2.549,74;DIT;1
402161;-3;-20,26;DTE;1
402221;-7;-285,7;DTM;1
402221;-1;-40,81;DTM;1
402221;-1;-40,81;DIT;1
402221;-3;-122,44;DTM;1
402230;-3;-32,62;DTM;1
402247;-1;-19,05;DTE;1
402265;-3;-17,05;DTM;1
402269;-70;-11.391,40;DIT;1
402296;-3;-34,74;DTM;1
402307;-30;-2.138,85;DTM;1
402307;-80;-5.703,59;DTM;1
402307;-80;-5.703,59;DIT;1
402312;-4;-48,89;DTM;1
402312;-21;-256,69;DTM;1
402312;-2;-24,45;DTE;1
402312;-8;-97,79;DTM;1
402312;-1;-12,22;DTM;1
402312;-3;-36,67;DTM;1
402312;-69;-843,4;DTE;1
402312;-2;-24,45;DTE;1
402312;-2;-24,45;DTE;1
402354;-6;-31,48;DTM;1
402373;-2;-24,92;DTE;1
402401;-3;-78,86;DTE;1
402401;-69;-1.813,67;DTE;1
402401;-3;-78,86;DTM;1
402401;-12;-315,42;DTM;1
402404;-6;-46,02;DTM;1
402433;-3;-452,43;DTM;1
402433;-3;-452,43;DTM;1
402433;-3;-452,43;DTE;1
402433;-3;-452,43;DTM;1
402433;-6;-904,86;DTM;1
402448;-1;-28,19;DTM;1
402448;-2;-56,38;DTM;1
402448;-3;-84,57;DTM;1
402587;-2;-58,65;DTE;1
402587;-1;-29,33;DTE;1
402587;-3;-87,98;DTE;1
402587;-2;-58,65;DTE;1
402733;-2;-11,94;DTM;1
402741;-3;-16,9;DTM;1
402741;-3;-16,9;DTM;1
403121;-1;-6,94;DTM;1
403121;-2;-13,88;DTE;1
403121;-3;-20,83;DTE;1
403121;-1;-6,94;DTE;1
403121;-2;-13,88;DTE;1
403804;-1;-8,12;DTE;1
403804;-1;-8,12;DTE;1
404160;-12;-421.302,60;DIT;1
404161;-4;-140.434,20;DIT;1
404719;-1;-22,54;DTE;1
404732;-24;-2.110,42;DTE;1
404732;-3;-263,8;DIC;1
404732;-3;-263,8;DIC;1
404732;-21;-1.846,62;DTM;1
404740;-3;-231,12;DTM;1
404741;-3;-206,61;DTM;1
405473;-6;-804,01;DTM;1
405473;-6;-804,01;DTM;1
405473;-6;-804,01;DTM;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-2;-52,15;DTE;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-81;-2.112,12;DTE;1
408994;-60;-1.564,53;DTE;1
408994;-1;-26,08;DTE;1
408994;-3;-78,23;DTM;1
408994;-3;-78,23;DTM;1
408994;-9;-234,68;DTM;1
408994;-18;-469,36;DTM;1
408994;-3;-78,23;DTM;1
408994;-3;-78,23;DTM;1
408994;-12;-312,91;DTM;1
408994;-1;-26,08;DTM;1
408994;-4;-104,3;DTM;1
408994;-6;-156,45;DTM;1
408994;-6;-156,45;DTM;1
408994;-3;-78,23;DTE;1
408994;-6;-156,45;DTM;1
408994;-12;-312,91;DTM;1
408994;-3;-78,23;DTM;1
408994;-3;-78,23;DTE;1
408994;-3;-78,23;DTE;1
408994;-6;-156,45;DTM;1
408994;-39;-1.016,95;DTE;1
408994;-132;-3.441,97;DTE;1
408994;-9;-234,68;DTM;1
408994;-3;-78,23;DTM;1
408994;-69;-1.799,21;DTE;1
408994;-33;-860,49;DTM;1
408994;-3;-78,23;DTM;1
800116;-100;-583,63;DIT;1
800119;-40;-510,55;DIT;1
800215;-200;-88,1;DIT;1
800344;-20;-566,14;DIT;1
800344;-10;-283,07;DIT;1
800364;-40;-555,76;DIT;1
800435;-30;-444,68;DIT;1
800499;-50;-470,79;DIT;1
800569;-80;-12.386,41;DIT;1
800654;-60;-9.099,33;DIT;1
800817;-21;-6.964,77;DIT;1
800852;-30;-573,03;DIT;1
800872;-20;-971,92;DIT;1
800884;-80;-1.010,42;DIT;1
800906;-80;-807,34;DIT;1
800982;-70;-2.077,02;DIT;1
801044;-20;-175,44;DIT;1
801087;-60;-699,84;DIT;1
801186;-60;-919,35;DIT;1
801311;-120;-3.621,59;DIT;1
801346;-20;-330,85;DIT;1
113930;-200;-392,8;DIT;1
113931;-200;-144,36;DIT;1
114206;-300;-772,56;DIT;1
400011;-1;-104,73;DIT;1
400051;-2;0;DIT;1
400072;-2;-8.929,21;DIT;1
400130;-45;-134,29;DIT;1
400140;-1;-7,22;DTE;1
400142;-1;-70,89;DTE;1
400192;-1;-14,51;DTE;1
400193;-1;-29,53;DTE;1
400193;-70;-2.066,79;DIT;1
400210;-1;-3.806,45;DIT;1
400221;-4;0;DTM;1
400224;-15;-24.244,40;DTE;1
400224;-6;-9.697,76;DTE;1
400359;-62;-48,65;DIT;1
400359;-49;-38,45;DTE;1
400359;-48;-37,67;DTE;1
400359;-30;-23,54;DTE;1
400506;-5;-52,82;DTE;1
400758;-30;-11.974,95;DIT;1
400758;-21;-8.382,46;DIT;1
400758;-45;-17.962,43;DIT;1
400809;-2;-3,25;DTE;1
400827;-2;-5,62;DTE;1
400968;-2;0;DTM;1
401116;-1;-37,14;DTE;1
401127;-3;-6.171,54;DIT;1
401234;-45;-291,02;DIT;1
401252;-1;-3.662,86;DIT;1
401260;-2;-5.928,99;DTM;1
401465;-2;-24,3;DTE;1
401485;-44;-6.256,69;DTE;1
401485;-9;-1.279,78;DTE;1
401489;-1;-5,81;DTE;1
401500;-80;-907,78;DIT;1
401566;-2;-47,87;DTE;1
401620;-45;-131,02;DIT;1
401857;-40;-12.919,83;DIT;1
401857;-1;-323;DTE;1
401927;-9;-84,35;DTE;1
401927;-9;-84,35;DTE;1
401927;-9;-84,35;DTE;1
401927;-12;-112,46;DIT;1
401927;-12;-112,46;DTE;1
401927;-12;-112,46;DIT;1
401927;-16;-149,95;DIT;1
401927;-18;-168,7;DTE;1
401927;-24;-224,93;DTE;1
401927;-19;-178,07;DTE;1
401927;-6;-56,23;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-1;-9,37;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-3;-28,12;DTE;1
401927;-5;-46,86;DTE;1
401927;-6;-56,23;DTE;1
401927;-6;-56,23;DTE;1
402065;-1;-15,76;DTE;1
402127;-4;-17,63;DTE;1
402149;-80;-11.254,21;DIT;1
402242;-2;0;DTM;1
402269;-50;-8.136,72;DIT;1
402287;-1;-10,87;DTE;1
402404;-70;-536,88;DIT;1
402433;-1;-150,81;DTE;1
402587;-1;-29,33;DTE;1
402624;-1;-2.631,19;DTE;1
402624;-1;-2.631,19;DTE;1
402733;-1;-5,97;DIT;1
403337;-1;-1.034,47;DIT;1
403353;-50;0;DIT;1
404071;-12;-1.969,41;DTE;1
404159;-8;-280.868,40;DIT;1
404162;-9;-315.976,95;DPC;1
408994;-4;-104,3;DTE;1
800021;-50;-3.365,65;DIT;1
800021;-40;-2.692,52;DIT;1
800058;-90;-4.139,01;DIT;1
800108;-3;-13,1;DIC;1
800108;-60;-262,05;DIT;1
800116;-100;-583,63;DIT;1
800116;-12;-70,04;DIT;1
800118;-132;-2.264,16;DIT;1
800119;-100;-1.276,39;DIT;1
800119;-250;-3.190,97;DIT;1
800163;-100;-2.774,96;DIT;1
800262;-9;0;DIT;1
800344;-10;-283,07;DIT;1
800345;-198;-3.704,48;DIT;1
800435;-30;-444,68;DIT;1
800499;-324;-3.050,71;DIT;1
800499;-100;-941,58;DIT;1
800499;-100;-941,58;DIT;1
800515;-80;-3.009,03;DIT;1
800522;-6;-647,72;DIT;1
800654;-18;0;DTM;1
800717;-30;-2.127,68;DIT;1
800808;-200;-1.886,29;DIT;1
800817;-9;0;DIT;1
800817;-30;-9.949,67;DIT;1
800817;-45;-14.924,51;DIT;1
800847;-168;-47.794,48;DIT;1
800847;-100;-28.449,10;DIT;1
800847;-100;-28.449,09;DIT;1
800852;-10;-191,01;DIT;1
800872;-100;-4.859,61;DIT;1
800889;-70;-1.376,40;DIT;1
800889;-100;-1.966,28;DIT;1
801044;-30;-263,16;DIT;1
801047;-400;-1.149,71;DIT;1
801047;-100;-287,43;DIT;1
801087;-80;-933,12;DIT;1
801186;-88;-1.348,37;DIT;1
801186;-60;-919,34;DIT;1
801346;-20;-330,85;DIT;1
801373;-100;-917,7;DIT;1
801373;-40;-367,08;DIT;1
801373;-70;-642,39;DIT;1
802911;-200;-2.198,00;DIT;1
803367;-30;-1.024,61;DIT;1
112702;-1;-35,93;DIT;1
112704;-1;-34,99;DIT;1
120050;-1;-106,48;DIT;1
120100;-1;-14,9;DIT;1
120170;-1;-51,4;DIT;1
120284;-2;-37,84;DIT;1
120335;-2;-318,17;DIT;1
120346;-2;-233,07;DIT;1
400210;-1;-3.806,45;DIT;1
400210;-1;-3.806,45;DTE;1
400292;-3;-1.225,92;DIT;1
400473;-806;0;DTM;1
400474;-779;-21.572,19;DIT;1
400594;-300;-28.079,32;DIT;1
400661;-100;-771,27;DIT;1
400758;-15;-5.987,47;DIT;1
400758;-20;-7.983,30;DIT;1
400813;-300;-524,14;DIT;1
400937;-84;-8.445,68;DIT;1
401116;-50;-1.856,85;DIC;1
401358;-14;-33,47;DIT;1
401685;-3;-1.232,62;DIT;1
401752;-1;-5.420,80;DIT;1
401834;-100;-1.104,31;DIT;1
401992;-3;-1.225,92;DIT;1
401992;-3;-1.225,92;DIT;1
401992;-3;-1.225,92;DIT;1
402136;-60;-117,84;DIC;1
402136;-20;-39,28;DIT;1
402136;-20;-39,28;DIT;1
402397;-1.019;-27.867,04;DIC;1
402587;-50;-1.466,35;DIC;1
402592;-600;-72.858,23;DPM;1
402675;-3;-1.026,56;DIT;1
402675;-1;-342,19;DIT;1
402675;-1;-342,19;DIT;1
402741;-200;-1.126,59;DIC;1
402824;-90;-5.225,85;DIC;1
403121;-50;-347,12;DIC;1
403337;-1;-1.034,47;DIC;1
403337;-1;-1.034,47;DIC;1
403513;-440;-2.202,59;DIC;1
403580;-200;-3.139,36;DIT;1
403647;-10;-204,9;DIT;1
404009;-16.935;-99.475,35;DPC;1
404732;-100;-8.793,42;DIC;1
405382;-3;-5.710,39;DIC;1
405382;-1;-1.903,46;DIC;1
405382;-1;-1.903,46;DIT;1
406859;-20;-135,83;DIC;1
407130;-2;-29.890,83;DIT;1
408994;-50;-1.303,46;DIC;1
800021;-60;-4.038,78;DIC;1
800021;-50;-3.365,65;DIT;1
800033;-100;-592,25;DIT;1
800054;-100;-1.949,79;DIT;1
800054;-20;-389,96;DIT;1
800105;-126;-418,09;DIT;1
800116;-30;-175,09;DIC;1
800118;-52;-891,94;DIC;1
800119;-100;-1.276,39;DIC;1
800119;-200;-2.552,77;DIT;1
800119;-200;-2.552,77;DIT;1
800119;-13;-165,93;DIT;1
800228;-30;-269,72;DIT;1
800228;-100;-899,07;DIT;1
800256;-20;-3.010,64;DIT;1
800344;-5;-141,54;DIT;1
800345;-60;-1.122,57;DIT;1
800435;-30;-444,68;DIT;1
800448;-100;-2.247,75;DIT;1
800496;-20;-467,51;DIT;1
800499;-23;-216,56;DIT;1
800499;-200;-1.883,15;DIT;1
800499;-100;-941,58;DIT;1
800499;-100;-941,58;DIT;1
800515;-60;-2.256,77;DIT;1
800515;-33;-1.241,22;DIT;1
800515;-50;-1.880,64;DIT;1
800592;-100;-1.306,86;DIT;1
800654;-11;-1.668,21;DIT;1
800654;-70;-10.615,89;DIT;1
800654;-50;-7.582,78;DIT;1
800717;-50;-3.546,13;DIT;1
800717;-164;-11.631,29;DIT;1
800717;-90;-6.383,03;DIT;1
800741;-60;-5.768,31;DIT;1
800808;-200;-1.886,29;DIT;1
800808;-110;-1.037,46;DIT;1
800808;-30;-282,94;DIT;1
800810;-100;-1.241,74;DIT;1
800813;-75;-991,32;DIT;1
800817;-8;-2.653,25;DIT;1
800817;-50;-16.582,79;DIT;1
800817;-70;-23.215,90;DIT;1
800817;-30;-9.949,67;DIT;1
800817;-30;-9.949,67;DIT;1
800847;-100;-28.449,10;DIT;1
800848;-100;-1.552,75;DIT;1
800852;-10;-191,01;DIT;1
800872;-100;-4.859,61;DIT;1
800889;-117;-2.300,55;DIT;1
800889;-100;-1.966,28;DIT;1
800889;-40;-786,51;DIT;1
800889;-100;-1.966,28;DIT;1
800982;-80;-2.373,73;DIT;1
801047;-500;-1.437,14;DIT;1
801047;-200;-574,86;DIT;1
801047;-250;-718,57;DIT;1
801087;-48;-559,87;DIT;1
801135;-100;-1.141,85;DIT;1
801186;-60;-919,34;DIT;1
801199;-30;-226,17;DIT;1
801199;-96;-723,75;DIT;1
801206;-20;-673,56;DIT;1
801215;-30;-323,49;DIT;1
801228;-20;-40,52;DIT;1
801240;-60;-4.358,34;DIT;1
801240;-100;-7.263,90;DIT;1
801304;-30;-486,93;DIT;1
801311;-100;-3.017,99;DIT;1
801311;-45;-1.358,10;DIT;1
801313;-31;-884,33;DIT;1
801346;-30;-496,28;DIT;1
801373;-100;-917,7;DIT;1
801373;-100;-917,7;DIT;1
801375;-100;-569,99;DIT;1
801400;-20;-1.992,37;DIT;1
802138;-15;-801,6;DIT;1
802249;-11;-2.405,37;DIT;1
802249;-100;-21.867,02;DIT;1
802249;-90;-19.680,32;DIT;1
803907;-50;-4.803,96;DIT;1
114201;-1;-3.510,00;DIT;1
120110;-1;-106,48;DIT;1
400011;-30;-3.141,75;DIT;1
400072;-2;-8.772,75;DIT;1
400073;-2;-27.731,13;DIT;1
400192;-50;-725,35;DIT;1
400210;-1;-3.806,45;DIT;1
400221;-1;-2.161,92;DIT;1
400221;-4;-8.647,68;DIT;1
400224;-5;-8.081,47;DIT;1
400224;-4;-6.465,17;DIT;1
400227;-4;-32.012,00;DIT;1
400243;-2;-64.209,30;DIT;1
400292;-3;-1.225,92;DIT;1
400375;-50;-438,94;DIT;1
400375;-2;-17,56;DIT;1
400442;-6;-29,31;DTE;1
400473;-200;-4.170,24;DIT;1
400474;-400;-11.076,86;DIT;1
400474;-4;-110,77;DTE;1
400594;-134;-12.542,10;DIT;1
400594;-6;-561,59;DIT;1
400594;-25;-2.339,94;DIT;1
400594;-7;-655,18;DIT;1
400603;-600;-17.161,73;DIT;1
400805;-100;-550,37;DIT;1
400813;-2;-3,49;DIC;1
400813;-1.000;-1.747,12;DIT;1
400827;-100;-280,93;DIT;1
400851;-30;-672,76;DIT;1
400906;-1;-99,03;DIT;1
400906;-2;-198,06;DTE;1
400908;-30;-2.669,11;DIT;1
400955;-100;-421,03;DIT;1
400968;-3;-6.036,94;DIT;1
401117;-50;-613,15;DIT;1
401260;-1;-2.964,49;DIT;1
401260;-1;-2.964,49;DIT;1
401360;-3;-4.641,45;DIT;1
401360;-1;-1.547,15;DTM;1
401465;-6;-72,89;DIT;1
401485;-10;-1.469,88;DIT;1
401485;-23;-3.380,71;DIT;1
401566;-50;-1.196,79;DIT;1
401608;-3;-151,26;DTE;1
401620;-5;-14,56;DIT;1
401753;-30;-265,55;DIT;1
401823;-33;-873,98;DIT;1
401870;-2;-2,03;DTE;1
401931;-2;-8.568,56;DIT;1
402117;-50;-294,3;DIT;1
402136;-300;-589,2;DIT;1
402136;-20;-39,28;DIT;1
402149;-50;-7.033,88;DIT;1
402152;-100;-6.374,35;DIT;1
402152;-2;-127,49;DIT;1
402265;-100;-568,29;DIT;1
402303;-1.000;-3.188,25;DIT;1
402307;-7;-499,06;DTE;1
402307;-13;-926,83;DTE;1
402318;-5;-232,38;DIT;1
402318;-600;-27.885,02;DIT;1
402318;-153;-7.110,68;DTE;1
402447;-2;-10.609,50;DIT;1
402650;-5;-7.084,85;DIT;1
402675;-1;-342,19;DIT;1
402741;-50;-281,65;DIC;1
403182;-50;-10.506,12;DIT;1
403182;-20;-4.202,45;DIT;1
403337;-1;-1.034,47;DIT;1
403337;-3;-3.103,41;DIT;1
403337;-1;-1.034,47;DIT;1
403337;-1;-1.034,47;DIT;1
403337;-1;-1.034,47;DIT;1
405382;-1;-1.903,46;DIT;1
405382;-1;-1.903,46;DIT;1
405473;-5;-670,01;DTE;1
405539;-6;-113,76;DTE;1
800070;-3;-3,15;DIT;1
800817;-6;-1.989,93;DIT;1
800847;-46;-13.086,58;DIC;1
800886;-50;-1.564,69;DIT;1
800944;-160;-1.461,32;DIT;1
800959;-30;-3.283,72;DIT;1
801112;-9;-1.575,82;DIC;1
801112;-16;-2.801,45;DIC;1
801112;-8;-1.400,73;DIC;1
801112;-5;-875,45;DIT;1
801112;-2;-350,18;DIT;1
801112;-2;-350,18;DIC;1
801112;-6;-1.050,54;DIC;1
801112;-5;-875,45;DTM;1
801112;-2;-350,18;DTM;1
801112;-4;-700,36;DTM;1
801112;-7;-1.225,64;DIT;1
801112;-2;-350,18;DIT;1
801112;-5;-875,45;DIT;1
801112;-4;-700,36;DIT;1
801112;-2;-350,18;DIT;1
801112;-6;-1.050,54;DTM;1
801112;-2;-350,18;DTM;1
801112;-18;-3.151,63;DTM;1
801112;-4;-700,36;DTM;1
801112;-3;-525,27;DTM;1
801112;-2;-350,18;DTM;1
801125;-3;-103,11;DTE;1
801311;-50;-1.509,00;DIT;1
801373;-50;-458,85;DIT;1
801375;-30;-171;DIT;1
803907;-155;-14.892,27;DIT;1
120010;-100;-459,42;DTM;1
120060;-20;-558,23;DTM;1
120068;-12;-100,97;DTM;1
120092;-1;-18,19;DIT;1
120092;-1;-18,19;DIC;1
120092;-1;-18,19;DIC;1
120100;-1;-14,9;DIC;1
120107;-1;-106,48;DIT;1
120107;-1;-106,48;DIC;1
120110;-1;-106,48;DIC;1
120110;-1;-106,48;DIT;1
120128;-1;-44,87;DIT;1
120128;-2;-89,74;DIT;1
120128;-1;-44,87;DIT;1
120136;-1;-106,93;DTM;1
120136;-1;-106,93;DIT;1
120170;-1;-51,4;DIC;1
120170;-1;-51,4;DIC;1
120182;-1;-158,2;DIC;1
120182;-1;-158,2;DIC;1
120182;-1;-158,2;DIT;1
120188;-1;-8,59;DIT;1
120261;-1;-158,87;DIC;1
120261;-1;-158,87;DIC;1
120261;-1;-158,87;DIT;1
120284;-1;-18,92;DIC;1
120284;-2;-37,84;DIT;1
120284;-2;-37,84;DIC;1
120295;-60;-199,8;DTM;1
120297;-1;-8,59;DTE;1
120297;-1;-8,59;DIC;1
120366;-1;-118,55;DIC;1
120452;-24;-61,2;DTM;1
400011;-1;-104,73;DTM;1
400140;-18;-129,97;DIT;1
400142;-6;-425,33;DIT;1
400142;-3;-212,66;DTE;1
400142;-3;-212,66;DTM;1
400142;-3;-212,66;DTM;1
400164;-6;-142,91;DTM;1
400164;-6;-142,91;DTM;1
400164;-6;-142,91;DTM;1
400192;-50;-725,35;DIT;1
400192;-6;-87,04;DTE;1
400193;-18;-531,46;DTE;1
400193;-50;-1.476,28;DIT;1
400193;-6;-177,15;DIT;1
400224;-1;-1.616,29;DTM;1
400224;-1;-1.616,29;DTM;1
400224;-1;-1.616,29;DTM;1
400292;-3;-1.225,92;DIT;1
400366;-2;-12,82;DTM;1
400366;-4;-25,64;DTM;1
400434;-400;-11.001,09;DIT;1
400460;-300;-7.405,45;DIT;1
400473;-300;-6.255,36;DIT;1
400473;-300;-6.255,36;DIT;1
400474;-500;-13.846,08;DIT;1
400474;-500;-13.846,08;DIT;1
400474;-1.050;0;DTM;1
400474;-350;-9.692,26;DIT;1
400474;-100;-2.769,22;DIT;1
400484;-1;-16,02;DIT;1
400487;-238;-13.628,12;DTM;1
400487;-20;-1.145,22;DTM;1
400506;-3;-31,69;DIT;1
400506;-40;-422,59;DIC;1
400534;-2;-39,14;DTM;1
400543;-6;-71,39;DTM;1
400603;-288;-8.237,63;DIT;1
400665;-6;-161,56;DIT;1
400673;-10;-13,88;DIT;1
400673;-13;-18,04;DIT;1
400710;-1.000;0;DIT;1
400758;-18;-7.184,97;DIT;1
400758;-3;-1.197,50;DTM;1
400758;-3;-1.197,49;DIT;1
400805;-3;-16,51;DIT;1
400813;-15;-26,21;DTM;1
400813;-500;-873,56;DIT;1
400813;-5;-8,74;DTE;1
400813;-40;-69,88;DTE;1
400813;-60;-104,83;DIT;1
400827;-128;-359,59;DTE;1
